total,locked,free,currency,account_id,account_type,base_currency,margins,reported,info
100633.33,0.00,100633.33,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100632.83,174.36,100458.47,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '174.36', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100592.80,0.00,100592.80,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100592.34,160.51,100431.83,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '160.51', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100564.73,0.00,100564.73,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100564.24,170.00,100394.24,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '170.00', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100660.30,0.00,100660.30,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100659.72,203.83,100455.89,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '203.83', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100601.64,0.00,100601.64,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100601.00,223.93,100377.07,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '223.93', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100562.33,0.00,100562.33,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100561.73,210.61,100351.12,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '210.61', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100776.59,0.00,100776.59,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100776.20,135.27,100640.93,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '135.27', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100747.78,0.00,100747.78,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100747.42,125.45,100621.97,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '125.45', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100681.86,0.00,100681.86,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100681.44,148.25,100533.19,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '148.25', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100610.45,0.00,100610.45,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100610.10,123.52,100486.58,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '123.52', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100585.74,0.00,100585.74,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100585.36,131.92,100453.44,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '131.92', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100560.33,0.00,100560.33,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100559.98,123.28,100436.70,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '123.28', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100668.35,0.00,100668.35,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100668.11,85.26,100582.85,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '85.26', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100692.19,0.00,100692.19,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100691.92,93.79,100598.13,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '93.79', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100720.62,0.00,100720.62,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100720.38,83.66,100636.72,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '83.66', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100713.08,0.00,100713.08,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100712.85,81.18,100631.67,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '81.18', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100704.21,0.00,100704.21,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100703.97,84.12,100619.85,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '84.12', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100696.74,0.00,100696.74,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100696.51,81.67,100614.84,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '81.67', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100692.80,0.00,100692.80,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100692.56,82.89,100609.67,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '82.89', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100716.48,0.00,100716.48,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100716.22,91.35,100624.87,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '91.35', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100737.84,0.00,100737.84,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100737.60,83.70,100653.90,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '83.70', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100820.16,0.00,100820.16,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100819.84,112.71,100707.13,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '112.71', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100788.83,0.00,100788.83,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100788.48,123.44,100665.04,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '123.44', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100799.77,0.00,100799.77,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100799.41,127.52,100671.89,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '127.52', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100763.16,0.00,100763.16,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100762.76,140.06,100622.70,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '140.06', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100776.14,0.00,100776.14,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100775.73,144.89,100630.84,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '144.89', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100767.59,0.00,100767.59,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100767.17,147.59,100619.58,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '147.59', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100756.69,0.00,100756.69,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100756.28,144.07,100612.21,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '144.07', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100746.86,0.00,100746.86,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100746.44,147.22,100599.22,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '147.22', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100734.96,0.00,100734.96,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100734.55,143.34,100591.21,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '143.34', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100726.50,0.00,100726.50,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100726.08,146.01,100580.07,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '146.01', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100751.14,0.00,100751.14,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100750.70,154.94,100595.76,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '154.94', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100719.45,0.00,100719.45,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100718.98,165.71,100553.27,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '165.71', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100898.97,0.00,100898.97,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100898.32,228.94,100669.38,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '228.94', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100943.18,0.00,100943.18,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100942.57,213.02,100729.55,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '213.02', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
101110.92,0.00,101110.92,USD,CRYPTO-001,MARGIN,USD,[],False,{}
101110.14,272.22,100837.92,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '272.22', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100962.31,0.00,100962.31,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100961.39,323.63,100637.76,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '323.63', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
101009.57,0.00,101009.57,USD,CRYPTO-001,MARGIN,USD,[],False,{}
101008.60,340.84,100667.76,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '340.84', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
100848.04,0.00,100848.04,USD,CRYPTO-001,MARGIN,USD,[],False,{}
100846.91,396.64,100450.27,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '396.64', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
102192.02,0.00,102192.02,USD,CRYPTO-001,MARGIN,USD,[],False,{}
102189.54,868.29,101321.25,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '868.29', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
102059.21,0.00,102059.21,USD,CRYPTO-001,MARGIN,USD,[],False,{}
102056.60,913.00,101143.60,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '913.00', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
101964.18,0.00,101964.18,USD,CRYPTO-001,MARGIN,USD,[],False,{}
101961.66,881.53,101080.13,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '881.53', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
101809.89,0.00,101809.89,USD,CRYPTO-001,MARGIN,USD,[],False,{}
101807.22,933.72,100873.50,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '933.72', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
103018.17,0.00,103018.17,USD,CRYPTO-001,MARGIN,USD,[],False,{}
103014.29,1358.91,101655.38,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '1358.91', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
102729.65,0.00,102729.65,USD,CRYPTO-001,MARGIN,USD,[],False,{}
102725.49,1457.07,101268.42,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '1457.07', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
111501.67,0.00,111501.67,USD,CRYPTO-001,MARGIN,USD,[],False,{}
111488.72,4533.27,106955.45,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '4533.27', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
106993.99,0.00,106993.99,USD,CRYPTO-001,MARGIN,USD,[],False,{}
106976.56,6100.33,100876.23,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '6100.33', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
102939.45,0.00,102939.45,USD,CRYPTO-001,MARGIN,USD,[],False,{}
102926.04,4692.03,98234.01,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '4692.03', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
105769.49,0.00,105769.49,USD,CRYPTO-001,MARGIN,USD,[],False,{}
105758.94,3693.13,102065.81,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '3693.13', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
104535.35,0.00,104535.35,USD,CRYPTO-001,MARGIN,USD,[],False,{}
104526.01,3268.14,101257.87,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '3268.14', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
105796.83,0.00,105796.83,USD,CRYPTO-001,MARGIN,USD,[],False,{}
105788.77,2820.53,102968.24,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '2820.53', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
106445.32,0.00,106445.32,USD,CRYPTO-001,MARGIN,USD,[],False,{}
106436.60,3053.38,103383.22,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '3053.38', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
108379.89,0.00,108379.89,USD,CRYPTO-001,MARGIN,USD,[],False,{}
108373.12,2370.86,106002.26,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '2370.86', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
107922.86,0.00,107922.86,USD,CRYPTO-001,MARGIN,USD,[],False,{}
107916.53,2215.48,105701.05,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '2215.48', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
106918.12,0.00,106918.12,USD,CRYPTO-001,MARGIN,USD,[],False,{}
106910.80,2562.36,104348.44,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '2562.36', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
106534.61,0.00,106534.61,USD,CRYPTO-001,MARGIN,USD,[],False,{}
106527.66,2433.13,104094.53,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '2433.13', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
106376.08,0.00,106376.08,USD,CRYPTO-001,MARGIN,USD,[],False,{}
106368.98,2483.70,103885.28,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '2483.70', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
105492.45,0.00,105492.45,USD,CRYPTO-001,MARGIN,USD,[],False,{}
105486.22,2179.09,103307.13,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '2179.09', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
105061.43,0.00,105061.43,USD,CRYPTO-001,MARGIN,USD,[],False,{}
105054.79,2325.45,102729.34,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '2325.45', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
104906.75,0.00,104906.75,USD,CRYPTO-001,MARGIN,USD,[],False,{}
104900.25,2275.91,102624.34,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '2275.91', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
104807.94,0.00,104807.94,USD,CRYPTO-001,MARGIN,USD,[],False,{}
104801.35,2305.91,102495.44,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '2305.91', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
104463.02,0.00,104463.02,USD,CRYPTO-001,MARGIN,USD,[],False,{}
104456.76,2189.68,102267.08,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '2189.68', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
106630.32,0.00,106630.32,USD,CRYPTO-001,MARGIN,USD,[],False,{}
106626.24,1427.51,105198.73,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '1427.51', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
106198.82,0.00,106198.82,USD,CRYPTO-001,MARGIN,USD,[],False,{}
106195.17,1279.19,104915.98,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '1279.19', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
105922.16,0.00,105922.16,USD,CRYPTO-001,MARGIN,USD,[],False,{}
105918.24,1373.37,104544.87,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '1373.37', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
105733.28,0.00,105733.28,USD,CRYPTO-001,MARGIN,USD,[],False,{}
105729.54,1309.95,104419.59,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '1309.95', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
105524.89,0.00,105524.89,USD,CRYPTO-001,MARGIN,USD,[],False,{}
105520.95,1380.19,104140.76,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '1380.19', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
105261.22,0.00,105261.22,USD,CRYPTO-001,MARGIN,USD,[],False,{}
105257.53,1290.58,103966.95,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '1290.58', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
105292.82,0.00,105292.82,USD,CRYPTO-001,MARGIN,USD,[],False,{}
105289.17,1276.95,104012.22,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '1276.95', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
111108.90,0.00,111108.90,USD,CRYPTO-001,MARGIN,USD,[],False,{}
111099.42,3317.17,107782.25,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '3317.17', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
109595.91,0.00,109595.91,USD,CRYPTO-001,MARGIN,USD,[],False,{}
109584.94,3839.56,105745.38,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '3839.56', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
108978.73,0.00,108978.73,USD,CRYPTO-001,MARGIN,USD,[],False,{}
108968.36,3631.02,105337.34,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '3631.02', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
108814.93,0.00,108814.93,USD,CRYPTO-001,MARGIN,USD,[],False,{}
108804.41,3681.04,105123.37,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '3681.04', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
108393.02,0.00,108393.02,USD,CRYPTO-001,MARGIN,USD,[],False,{}
108382.90,3540.59,104842.31,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '3540.59', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
108127.97,0.00,108127.97,USD,CRYPTO-001,MARGIN,USD,[],False,{}
108117.61,3626.19,104491.42,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '3626.19', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
107988.09,0.00,107988.09,USD,CRYPTO-001,MARGIN,USD,[],False,{}
107977.85,3584.44,104393.41,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '3584.44', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
108657.86,0.00,108657.86,USD,CRYPTO-001,MARGIN,USD,[],False,{}
108648.31,3343.10,105305.21,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '3343.10', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
107795.99,0.00,107795.99,USD,CRYPTO-001,MARGIN,USD,[],False,{}
107787.28,3047.84,104739.44,USD,CRYPTO-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '3047.84', 'currency': 'USD', 'instrument_id': 'BTCUSD.CRYPTO'}]",False,{}
109076.65,0.00,109076.65,USD,CRYPTO-001,MARGIN,USD,[],False,{}
